"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0xe49d7e7230e52f9bee525a817e06bd55b9c8c1e8cdf8a60dd74072db1dd46bb9","10888642","1600465154","2020-09-18 21:39:14","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","234.3063541"
"0x374ffa7c969a2dac12dda4e496ce10aae9d161cf202c1aadda4f3ec1e2dcb472","10888643","1600465171","2020-09-18 21:39:31","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","234.3063541"
"0x51dc562f9f52b1b8d6fb9a53e47221988ddbdd7f1f1ce5278746897ead5ae0a0","10891785","1600506939","2020-09-19 09:15:39","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","228.40200735"
"0xfb93901f6a39007c1027f6d23ffbc6ab4216c9b8c4774c5301b9dd11e7fdc399","10891786","1600506953","2020-09-19 09:15:53","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","228.40200735"
"0x8190aebc3988c202d3b68f4741ca3c3eae02004c75115a19a38f9a77264ea7b0","10896612","1600570485","2020-09-20 02:54:45","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","218.60300217"
"0x3dd7bcaa8cf1973b6a5ea45a3bf2b86a41c7a9cc5266cd1816f396cc7db68251","10896614","1600570503","2020-09-20 02:55:03","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","218.60300217"
"0xc250f7410bd228cb5ada4d9fae49949b34b1a78b68181286f2d80f64ba30838c","10897016","1600575901","2020-09-20 04:25:01","0x430615ce8e335c5ed2090f973138b401f293469f","0x689c56aef474df92d44a1b70850f808488f9769c","59.94095181"
"0x3474aadc9b33547049193af6f43b0e711868a895bffcacacb854b90e39ee402f","10897022","1600575970","2020-09-20 04:26:10","0xe62028bece33cf9efb3d43a52621f0b16d3504ad","0x689c56aef474df92d44a1b70850f808488f9769c","797.15679593"
"0x987635028bd425aca929c0b32c8324613b827495d4dbf64254a48265909d66c7","10897068","1600576551","2020-09-20 04:35:51","0x12b0742cbaff4f90e43d3eedf8037e6e3830bcab","0x689c56aef474df92d44a1b70850f808488f9769c","400"
"0xe5ead91d91753ea9b22f0848185650da6e0a5d2d5439e27ba18b950406f04ccc","10897882","1600587427","2020-09-20 07:37:07","0xa747c5b463622897badb15241316a0bd8173f010","0x689c56aef474df92d44a1b70850f808488f9769c","4002.28642576"
"0x11c5e4066ab70de388a910a40ac467715bd824cc8ab80fd719602957b35c89ee","10898332","1600593707","2020-09-20 09:21:47","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","230.12828535"
"0x97981e7abda83d0a969d00c2535d079dd9dede634bba4290636296db4883737c","10898334","1600593716","2020-09-20 09:21:56","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","230.12828535"
"0x2f11c080c4c9113743ef68ac703df96848ed193a980e436215d7778144abe134","10901004","1600628075","2020-09-20 18:54:35","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","151.36983663"
"0x49a610d98a215d8f211cab8130ddce9e6d1064d445ddb05fb51aaa1be562e097","10901006","1600628093","2020-09-20 18:54:53","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","151.36983663"
"0xe0bc868867eb82f5c466cbe5dbe56db242a30cc0fd2e65d74cf1dd5716d1c212","10901744","1600637781","2020-09-20 21:36:21","0x1b8409c18b56fe081f0184535b0449289bdabcac","0x288def8225b9e150dc8789e5291cfc5c7e35eb35","413.94896599"
"0x7ad05facda72be3f551f039feccad9d5cd70c2ac79b472c7271e52c8c485201f","10901769","1600638090","2020-09-20 21:41:30","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","244.76029669"
"0xbbb9fa97724426f5f5d56f50aaf0b7654716819bb84d1dc5b8f27d30d3f2f6ac","10901771","1600638130","2020-09-20 21:42:10","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","244.76029669"
"0x1c5756cda2d988bf7e14644514d2f5bba05ea80f174f8d2aaf0ede9fb3d9ec27","10901875","1600639608","2020-09-20 22:06:48","0x2b5634c42055806a59e9107ed44d43c426e58258","0x2e3381202988d535e8185e7089f633f7c9998e83","234.93808973"
"0x58c7ec3278dbcd7e1fbf9518e75fa5e5d58731d6b1e9f4b0df6675eed57e9c16","10901877","1600639646","2020-09-20 22:07:26","0x2e3381202988d535e8185e7089f633f7c9998e83","0x1b8409c18b56fe081f0184535b0449289bdabcac","234.93808973"
"0x4e5b8b9927c0753e867b44ee6dca8c8a1d3c66d6112f8d3a0c4ee7923d5d9224","10902913","1600653053","2020-09-21 01:50:53","0x1b8409c18b56fe081f0184535b0449289bdabcac","0xbf6864e7778e714fae357870b3033850b6cb424a","142.42967195"
"0xd9d4f5f2f0614f64152f0598f45d86e02bead9884c84aff3f5bc919813bbbbdd","10904490","1600674865","2020-09-21 07:54:25","0x1b8409c18b56fe081f0184535b0449289bdabcac","0xca70caf0f2ab8a02a52ffdd1a97139e8956f980c","63.52044888"
"0x522e2d0362d43bbb70a8b2a6e0fac50e63992dc9fa99d4445dd7d7a3c5bc9dfc","10904559","1600675645","2020-09-21 08:07:25","0xca70caf0f2ab8a02a52ffdd1a97139e8956f980c","0x1b8409c18b56fe081f0184535b0449289bdabcac","63.52044888"
"0x2f0138fd1d8238b1ac4adbd89eaa608040df509795969e66efa1f628317a0fd3","10911454","1600765824","2020-09-22 09:10:24","0x852b1d2c9b609dc54b2b6a0af6fe909f9745eb43","0x363926114d4e12b6fb6b44f574860549962d73fd","1800.18023708"
"0xfa2b78654e07d77edac71eaf78b3de3c08df0728d653869f456ded9912210df9","10918902","1600864313","2020-09-23 12:31:53","0x7dc0a282fcc494ef0ea59cba06f8709c04c1aee5","0x1b8409c18b56fe081f0184535b0449289bdabcac","765.26955043"
"0xfdf84bc5588aaf0f320a8331928fab2567397fe47402e4db3ff8547d1688396b","10918910","1600864441","2020-09-23 12:34:01","0x1b8409c18b56fe081f0184535b0449289bdabcac","0xe62028bece33cf9efb3d43a52621f0b16d3504ad","386.61926728"
"0x9de2ba3172704c05422ecf2defcf76b53528eb99478868c44805878251aff693","10921259","1600896637","2020-09-23 21:30:37","0x2b5634c42055806a59e9107ed44d43c426e58258","0x167ef5a9c576d6c3716435e6590217c20f3fe76c","107.371076"
"0xb337b7a3ce854c3e96b579c8f508663ad5f615c9136f50bfb549e5cabb3d885d","10921259","1600896637","2020-09-23 21:30:37","0x2b5634c42055806a59e9107ed44d43c426e58258","0x26fb0807f69cde5528b9e172b557134a11d25cb1","237.00000055"
"0xfe7e4b2155771a4a3d9c8c8c8582f73814a8f9a18dd584bea9c5291ce9841067","10921562","1600900894","2020-09-23 22:41:34","0xe62028bece33cf9efb3d43a52621f0b16d3504ad","0x689c56aef474df92d44a1b70850f808488f9769c","386.61926728"
"0xb0527f1877b05dc085176ea483577d2c46d7d27b75eadf5ccd5dc65c64278837","10923566","1600927723","2020-09-24 06:08:43","0x2b5634c42055806a59e9107ed44d43c426e58258","0x8e7727792b07362c7603bb47c04cddd4ee2a6802","61.54"
"0x9bedc6921566e8c8b22af38d84d912d976b00211b216b754fe1fd9cadbed0970","10923732","1600929643","2020-09-24 06:40:43","0xd58b63fb6ad9019c0f1ac452e4e79b7c63be6693","0x103041af1784a9d2c2a84137067244d2f1743438","106.51246251"
"0xb2ecb8c96a71f9f0473c939d2eaf39070cefa2fa1e562bff695349a13f16e420","10923758","1600930040","2020-09-24 06:47:20","0x103041af1784a9d2c2a84137067244d2f1743438","0xaf5dcebba2f8bec8729117336b2fe8b4e0d99b0b","100"
"0x4ddd5d986e2c5ed3f26e4d186ab7c234912bd236651aa95f8770cfb098b7685a","10924202","1600936068","2020-09-24 08:27:48","0xaf5dcebba2f8bec8729117336b2fe8b4e0d99b0b","0x103041af1784a9d2c2a84137067244d2f1743438","100"
"0x81557439e96a3d1672e4e003714cd677ed336a3458145e036bdedf7a32fafc5b","10924539","1600940166","2020-09-24 09:36:06","0x2b5634c42055806a59e9107ed44d43c426e58258","0x8e7727792b07362c7603bb47c04cddd4ee2a6802","68.1"
"0xcdb9ce9f65c98f9aa78589f13fb3aa5fef126a07db0143ae9e400012dbc08663","10925490","1600952737","2020-09-24 13:05:37","0x09988f538f292bce94d6258a8b2ef062ade9fbac","0x55cc9901a69d1989865d8b084f65a0b47fd806e7","273.37123412"
"0x47c98fbabea87a3195056e8876efc4fef39bc40f8c26613750cbe21021c89733","10926661","1600968390","2020-09-24 17:26:30","0x167ef5a9c576d6c3716435e6590217c20f3fe76c","0xaddf8349c955fc82e9549d397fd1b0a72a08b3bf","460.435643"
"0x7d0c22183ebd65e55dd23bbc8c4f715583d3f1c9cc450970616a7674cc07c99f","10926992","1600972726","2020-09-24 18:38:46","0x1b8409c18b56fe081f0184535b0449289bdabcac","0xa8cea3f8ffafac30ebab6415794df59a8c12f77a","10"
"0x23f8745c6673493f2cc47d22e8f9361cec9c3f45b25c0c413f2bcfa6db621902","10927970","1600985838","2020-09-24 22:17:18","0x2b5634c42055806a59e9107ed44d43c426e58258","0xa1613737d1ca1afe4fa8cd40f3bc2c89eb326c35","167"
"0x00986a4eed6baca73b115fdd677289247985a6744c2d9d6269744f511491366b","10930099","1601013911","2020-09-25 06:05:11","0xa1613737d1ca1afe4fa8cd40f3bc2c89eb326c35","0xb4081d3daa9c86a8662475f4419fbaf96bee5d80","210.948925"
"0xca8974052594a0b59f71f95c789048af7c969afede4dd46b70f19b547e6a44e2","10933204","1601055977","2020-09-25 17:46:17","0x99bf0326e1e27107c4f4e8a29cad62311b4b186c","0xaf5dcebba2f8bec8729117336b2fe8b4e0d99b0b","50"
"0xb4367ecf35c3e72f987bfff61083777cc8044c01825100e2bc5046f2e5ec440f","10934245","1601069499","2020-09-25 21:31:39","0x1b8409c18b56fe081f0184535b0449289bdabcac","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","10.10500349"
"0xb4367ecf35c3e72f987bfff61083777cc8044c01825100e2bc5046f2e5ec440f","10934245","1601069499","2020-09-25 21:31:39","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","0xff9fcac396d5d5223092689fea2702c10aa1d0ae","10.10500349"
"0xba31f623a3e10d74292ceacb0178ed6be6a66b92f10b5514acfdc8ee87d17184","10934561","1601074213","2020-09-25 22:50:13","0xff9fcac396d5d5223092689fea2702c10aa1d0ae","0x1b8409c18b56fe081f0184535b0449289bdabcac","103.15038152"
"0xd7f1da632f7d778d31cd64b69c460be1a9ba2ed52201792bbf31146aa5ee3ed6","10936211","1601096187","2020-09-26 04:56:27","0x2b5634c42055806a59e9107ed44d43c426e58258","0x1692e170361cefd1eb7240ec13d048fd9af6d667","0.934905"
"0x200642b6fd854b9d3e6160f9d2b9babb76ff2cad153e5b71811ae2df381ba3ff","10936217","1601096278","2020-09-26 04:57:58","0x689c56aef474df92d44a1b70850f808488f9769c","0x1692e170361cefd1eb7240ec13d048fd9af6d667","6E-06"
"0x2017a4eedef65a4af8589ba4c1f0933a01788e365397a9c69774c01fd996ea7d","10936757","1601103568","2020-09-26 06:59:28","0x689c56aef474df92d44a1b70850f808488f9769c","0x1692e170361cefd1eb7240ec13d048fd9af6d667","508.33"
"0x196e007508ca35d1c5b5749aa5a45b369b7ae57ff785298657e5ceb26e7e1e0f","10936777","1601103829","2020-09-26 07:03:49","0x2b5634c42055806a59e9107ed44d43c426e58258","0x1692e170361cefd1eb7240ec13d048fd9af6d667","508.33"
"0x94c9e14bc8642fe10c646306557cdf1b9f14d813df445b92666740cfe5368f65","10936833","1601104458","2020-09-26 07:14:18","0x2b5634c42055806a59e9107ed44d43c426e58258","0x1692e170361cefd1eb7240ec13d048fd9af6d667","508"
"0x44205523855bc8bef69d59a31870fc034b7657e606bdc7e0f997c30aadc5c02e","10936993","1601106609","2020-09-26 07:50:09","0x2b5634c42055806a59e9107ed44d43c426e58258","0x1692e170361cefd1eb7240ec13d048fd9af6d667","508.33"
"0x58924b29f72b7340293df8d5fe0fc8970b63c1fabe2a4c17a7092fac74b24f28","10937140","1601108458","2020-09-26 08:20:58","0x689c56aef474df92d44a1b70850f808488f9769c","0x1692e170361cefd1eb7240ec13d048fd9af6d667","508.33"
"0x56bb8e3f7d88ed8f0c73b7c4d0f8199a154cc19a12eaa528b2525ab4375ff4a8","10946129","1601230160","2020-09-27 18:09:20","0x1b8409c18b56fe081f0184535b0449289bdabcac","0xbf6864e7778e714fae357870b3033850b6cb424a","100"
"0xd8cd4eae3e9bea976d62a607206e750c773e175168ef5941f496f1e6bc21a61a","10947100","1601243065","2020-09-27 21:44:25","0x0b5dc917ffe28fc02bae9b76fcd5d078bc0bfad1","0x73cceca711318ee94a85c55b5304cecf9db95b6a","1"
"0x55e3f04aefc40be2e60cf66b880518c5791deda05fbcc59b0924c6a3f1fb9a1d","10947131","1601243489","2020-09-27 21:51:29","0x0b5dc917ffe28fc02bae9b76fcd5d078bc0bfad1","0x2ae88590313f79bc733c5d7ed69aaf0af073e846","10"
"0xca11be7171243c49abb5963011ec7ab449940eee4649b4cfeac4a56ed9303bf7","10947174","1601244038","2020-09-27 22:00:38","0x0b5dc917ffe28fc02bae9b76fcd5d078bc0bfad1","0x2ae88590313f79bc733c5d7ed69aaf0af073e846","500"
"0x3a851f38de4cd5a5faeb297b6d4c7ac6cc9103821aee61c2f49cec0538483938","10947192","1601244215","2020-09-27 22:03:35","0x0b5dc917ffe28fc02bae9b76fcd5d078bc0bfad1","0x2ae88590313f79bc733c5d7ed69aaf0af073e846","675.34"
"0x7394459a06a130f9c6e044aa8d6414ae84614666ebd0f617f301defe85744a4b","10950132","1601284321","2020-09-28 09:12:01","0x1b8409c18b56fe081f0184535b0449289bdabcac","0x9e58ea6f61daa323298578b8b162dca726c907a6","10"
"0x610f522e364fd0d93fd708c9caaf57075b99d39e4c935e6ed9a3765144878dfb","10950180","1601284873","2020-09-28 09:21:13","0xaf5dcebba2f8bec8729117336b2fe8b4e0d99b0b","0x99bf0326e1e27107c4f4e8a29cad62311b4b186c","50"
"0xb0c47f36431e4e23b069e7802aabed37d208425f99121ff607ff34a140f07a28","10951375","1601301414","2020-09-28 13:56:54","0xaddf8349c955fc82e9549d397fd1b0a72a08b3bf","0x2ae88590313f79bc733c5d7ed69aaf0af073e846","520.35454516"
"0xd27ba113349f4a0966e9aac980de51c7cc6d9abb27b2adb42b6848163167fa6b","10951545","1601304055","2020-09-28 14:40:55","0x936bca8f00dc040b9bb31fa9528ee7776b18e250","0x61fdff48d154c6079e43cbf14027057b367cb3b2","135"
"0xc354a37ea21783613e0f60a0ce5ad7285180e473a3ab6286e4bc69c6e35aea99","10951550","1601304102","2020-09-28 14:41:42","0x936bca8f00dc040b9bb31fa9528ee7776b18e250","0x61fdff48d154c6079e43cbf14027057b367cb3b2","135"
"0x95e1388fb120dcebc1e991739b799225a47b4e5225df824de4666937b3dbf45b","10957950","1601389984","2020-09-29 14:33:04","0x1b8409c18b56fe081f0184535b0449289bdabcac","0x232a6e92ecce2e176bde6781661cc86956104e05","253.81438703"
"0xcd72450774caae740becb5c1b91c07d6e174108ebff55389410b595e9da94f95","10962610","1601453361","2020-09-30 08:09:21","0x2ae88590313f79bc733c5d7ed69aaf0af073e846","0xb4081d3daa9c86a8662475f4419fbaf96bee5d80","1740.69454516"
"0xb14be821896c824d1f132af0e937a606ef2c74c1b1423e5615e0370c13413afc","10962939","1601458225","2020-09-30 09:30:25","0xfe722e9e8da8ae65b392f7a0e889447b2f4caa57","0xe613178da3d5230d31683540f499ad79cde02e78","800"
"0x5aeb2b76262e68da5874d2755f34691807acb6b03d76f3ab64f1a71d421134ce","10962969","1601458695","2020-09-30 09:38:15","0xe613178da3d5230d31683540f499ad79cde02e78","0x1b8409c18b56fe081f0184535b0449289bdabcac","800"
"0x0f24128af508e53439c10bfaf526c9daeeb81ad95e5cd35520b46707bbe96a34","10969632","1601548368","2020-10-01 10:32:48","0x3008b0b3039a4bc952617ac7f1b02d755e815620","0x6c20b81f0d32efd22015b9525e64fd5766678ee7","118.9311329"
"0x907cd08f3995f9c9f2fc757587e86475abc21a78bf88c2965321310f330454c8","10969649","1601548563","2020-10-01 10:36:03","0x61fdff48d154c6079e43cbf14027057b367cb3b2","0x6c20b81f0d32efd22015b9525e64fd5766678ee7","270"
"0x313889682fa1ab9fcf4b5b5028271ac70581cc10d3ccc7469d83717e309b27d4","10969828","1601550683","2020-10-01 11:11:23","0x6c20b81f0d32efd22015b9525e64fd5766678ee7","0xb4081d3daa9c86a8662475f4419fbaf96bee5d80","388.9311329"
"0x9d052da642009be6ed9bd8ac251b177cec40cb44859bf8015cd4c553602bb994","10970409","1601558736","2020-10-01 13:25:36","0x1b8409c18b56fe081f0184535b0449289bdabcac","0xd58b63fb6ad9019c0f1ac452e4e79b7c63be6693","47.12363971"
"0x5f4a4b62d3c8f7bc3a4542af457f8129e516fa93e7f17734a5732c0c324a1369","10970681","1601562723","2020-10-01 14:32:03","0x32e78ae06100139d8891f4374984d88c3627b343","0x8b387c1d489ff9891e614f601f5a043d4fcaa7d8","32"
"0x19018bcc463b9d1a25b31d1a74d60f2af23fadbd7269427ce8fae557af6fa43e","10971093","1601568153","2020-10-01 16:02:33","0xcc4ddbe25650073f441d90826612f82e86190d8b","0x8b387c1d489ff9891e614f601f5a043d4fcaa7d8","154.69216381"
"0x375a9f22fba0f2c4a000e3f5e71162c96cee04398a6f360d8f73c252d2b2ea07","10976358","1601638279","2020-10-02 11:31:19","0x2b5634c42055806a59e9107ed44d43c426e58258","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","11167.88947381"
"0xe478e6f43759045300f2e527b006546a91ccfdfe23c0a2298ac47e4ca8f91509","10976410","1601639094","2020-10-02 11:44:54","0x1692e170361cefd1eb7240ec13d048fd9af6d667","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","10000"
"0x8767fe060808336fdf726970cf9beff3be33716f9eb6621ffef938a94088be61","10976535","1601640844","2020-10-02 12:14:04","0x689c56aef474df92d44a1b70850f808488f9769c","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","105778.41699376"
"0x5e5b666f63ca19f7cba687fd8dabea4514341e3557171650d0eff0ceff7edaf3","10979031","1601674598","2020-10-02 21:36:38","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0x15a225b596b86665e3fc851e27b0f813aee66d0d","100"
"0x0e4c8b974b50596d85a7f2ffa88fe2b16710126de9caf44c51c4c00d935285e6","10979048","1601674709","2020-10-02 21:38:29","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0x15a225b596b86665e3fc851e27b0f813aee66d0d","15000"
"0x220f25af437fd6e5c9a633bcf27c9b5f395835f125fd0eb6aef2b3e19daa5144","10979057","1601674847","2020-10-02 21:40:47","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0x15a225b596b86665e3fc851e27b0f813aee66d0d","16440.92767515"
"0x6c7a50badc18dbeb59a27272eb3c846c171cd69813bb9895b22b0bbec4f7409c","10979256","1601677536","2020-10-02 22:25:36","0xba1c8ca13ab5d8a150ec7233694ee00c18243a53","0xd9d9b7e67b701bff25ff20a3a42488b8808968ba","15"
"0xe9a5ee2de151d000c0b6ee0cf2d7f3470836990d109659d476be61884185e334","10979889","1601686478","2020-10-03 00:54:38","0x00285556e0d64480240f50c79448844bb7c65e13","0x9053446b3d9cbe1c6117ed5ed544164da7fa9458","2713.3310914"
"0xa78261f61289e76e175c048536c5b9aa2c1747e5e7e1da74f90554e044c4e7f9","10979922","1601686834","2020-10-03 01:00:34","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0x9053446b3d9cbe1c6117ed5ed544164da7fa9458","898"
"0x728b301b25c9a97daea35b64dc71678443ce6d4977de2cbf7c50016acebced76","10979979","1601687654","2020-10-03 01:14:14","0x9e58ea6f61daa323298578b8b162dca726c907a6","0x7e0c6f9da8266b28e48fd9206f5faac836c44c66","10"
"0xdc4182522357d19aafd1c7612052996716219416dfcfa2919b323409998f0114","10981163","1601704028","2020-10-03 05:47:08","0x99bf0326e1e27107c4f4e8a29cad62311b4b186c","0xf0ec64066524babe199af548d02ec357cc349519","7919.44336211"
"0xc99afd129adf587f4a486a7e41321cb53b87cac48a0f4b579bc9637fec4f9cc0","10981978","1601714822","2020-10-03 08:47:02","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0xe5f55a540c8296a15910e69bf5a318a107d481fa","63.1389018"
"0x73ef620d394aa7f1e3437dff785a4ddc5d46014b2a9629ea64b4a62569ebcc39","10982446","1601720734","2020-10-03 10:25:34","0x59b9eeeaf7494a0ba06944ccc1f2c59cef77d966","0x2e695a8523b8d5d68bb1ae16a990d3ff06f5eab7","51.55464116"
"0xb872806bf542575491325bec86a1c1488c72d0b94991b4655b11c51fa1c467aa","10984539","1601749985","2020-10-03 18:33:05","0x7e0c6f9da8266b28e48fd9206f5faac836c44c66","0x9e58ea6f61daa323298578b8b162dca726c907a6","1"
"0x3900914af9d6b06a933030888baba9a14dd66236e9f40d962e8a049c954253b4","10984681","1601751772","2020-10-03 19:02:52","0xdfb907134c1a4e4b0e7420b06f6be2e5dffaaef9","0x36371e8af932ce17568c261a37c71e7ee924ece7","161.62217576"
"0xec3ee986a571569269e3fed9194599f0f8788df353e899d02fce9f230dff47d0","10984977","1601755543","2020-10-03 20:05:43","0x8d7fed3e98b653dee71a45363fc876ffb97914b6","0x1b8409c18b56fe081f0184535b0449289bdabcac","92.00085053"
"0x060da4cba6bee7ffbcbd43aeb02f9d8359502724d824da273322006ff7116486","10985942","1601768343","2020-10-03 23:39:03","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0x68e7f2df079a16120d3ffb196285b1ebbf361ac2","25.03270584"
"0xa184d2f6d3c7d159ea58741a2ac3a17c65393e705ae98a93830d89854cb73079","10986071","1601770191","2020-10-04 00:09:51","0x1b8409c18b56fe081f0184535b0449289bdabcac","0x401bd6d3ed0737a215b8ebb0c0cc4b07ca76dd34","154.48874825"
"0x4eafbba26838887db5db04e50ab2ac08ba00b77df3e34a75bf72976991d6e66b","10989042","1601810175","2020-10-04 11:16:15","0x3f061178000db48968d97020605362382ebcfafd","0xda4b3cb27dda1e484dd266f1cc0b4b185a4a9ab1","10"
"0x9c4f0cc7cad89bc3733fbaa2521dc3483f5c8bf15353d090e20285bbee139d4e","10989069","1601810613","2020-10-04 11:23:33","0x3f061178000db48968d97020605362382ebcfafd","0xda4b3cb27dda1e484dd266f1cc0b4b185a4a9ab1","1369.12870213"
"0x02142e506bd3d952c7fb4d4a24d7831441a86403835cbc48aea105de1ba58094","10989905","1601821377","2020-10-04 14:22:57","0xa1d8d972560c2f8144af871db508f0b0b10a3fbf","0x5ba78b9f7afdd2e1661b98ca4b7349c7f05060ce","454.16017501"
"0x8d167787a9dd74132bc597e90a075ec108cb821e5c4a5a92b68fc80f72eba10c","10989926","1601821551","2020-10-04 14:25:51","0x1592e638440957034667d9305c6dcf49e5e75dc2","0x11b7ae36d3d057f647417175b891d4ed8f75cb1e","310.93156991"
"0x892ab263788770b4d3edbf74a3707548956c2498be894edb503806233a0603ec","10989957","1601821889","2020-10-04 14:31:29","0x11b7ae36d3d057f647417175b891d4ed8f75cb1e","0xd94f36dd59e957f8b5741f9e3533eeed962bf81c","310.93156991"
"0x8a237e06136629e165d550ddf8df1dabc9334bade967ae22008c744673380414","10990558","1601830322","2020-10-04 16:52:02","0xa82451cd3acb60f04f3e3dc4286f30ee548db8c1","0x5ba78b9f7afdd2e1661b98ca4b7349c7f05060ce","116.6741034"
"0x2bb2deccfcaef8d1ce8a2db5a7492f59a28a3fdcc38e084dfee0040ff640935e","10994454","1601883876","2020-10-05 07:44:36","0x8b387c1d489ff9891e614f601f5a043d4fcaa7d8","0xb4081d3daa9c86a8662475f4419fbaf96bee5d80","186.69216381"
